1_0	SELECT count(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_1	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_2	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_3	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_4	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_5	SELECT count(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_6	SELECT count(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_7	SELECT count(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_8	SELECT COUNT(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_9	SELECT count(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
1_10	SELECT count(*) FROM event_log WHERE activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip'	easy	1
2_0	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_1	SELECT count(*) FROM event_log WHERE resource = 'James' AND activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_2	SELECT count(*) FROM event_log WHERE resource = 'James' AND activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_3	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_4	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_5	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_6	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_7	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_8	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_9	SELECT COUNT(*) FROM event_log WHERE resource = 'James' AND activity = 'End trip'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
2_10	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	SELECT count(*) FROM event_log WHERE activity = 'End trip' AND resource = 'James'	medium	1
3_0	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_1	SELECT COUNT(*), resource FROM event_log GROUP BY resource;	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_2	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_3	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_4	SELECT COUNT(*), resource FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_5	SELECT resource, COUNT(resource) FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	0
3_6	SELECT resource, COUNT(*) FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_7	SELECT resource, COUNT(*) FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_8	SELECT resource, COUNT(*) FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_9	SELECT resource, COUNT(activity) FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
3_10	SELECT resource, count(*) as actions_taken FROM event_log GROUP BY resource	SELECT resource,COUNT(*) FROM event_log GROUP BY resource	medium	1
4_0	SELECT count(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_1	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_2	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_3	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_4	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_5	SELECT COUNT(*) FROM event_log WHERE resource = 'Peter'	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	1
4_6	SELECT resource, COUNT(*) FROM event_log WHERE resource = 'Peter' GROUP BY resource	SELECT count(*) FROM event_log WHERE resource = 'Peter'	easy	0
5_0	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	1
5_1	SELECT idcase FROM event_log GROUP BY idcase HAVING MAX(timestamp) >= '2018-03-01' AND MAX(timestamp) < '2018-04-01'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	1
5_2	SELECT idcase FROM event_log WHERE activity = 'End trip' AND timestamp BETWEEN '2018-03-01' AND '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_3	SELECT idcase FROM event_log WHERE timestamp BETWEEN '2018-03-01' AND '2018-03-31' AND activity = 'End'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
5_4	SELECT idcase FROM event_log GROUP BY idcase HAVING MAX(timestamp) >= '2018-03-01' AND MAX(timestamp) < '2018-04-01'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	1
5_5	SELECT idcase FROM event_log GROUP BY idcase HAVING MAX(timestamp) >= '2018-03-01' AND MAX(timestamp) <= '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	1
5_6	SELECT idcase FROM event_log GROUP BY idcase HAVING MAX(timestamp) >= '2018-03-01' AND MAX(timestamp) <= '2018-03-31'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	1
5_7	SELECT idcase FROM event_log WHERE timestamp < '2018-04-01' AND timestamp >= '2018-03-01'	SELECT idcase FROM event_log GROUP BY idcase HAVING strftime('%Y-%m', MAX(timestamp)) = '2018-03'	no_hardness	0
6_0	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_1	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_2	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_3	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_4	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_5	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_6	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_7	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_8	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_9	SELECT idcase FROM event_log WHERE activity = 'declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_10	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
6_11	SELECT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	SELECT DISTINCT idcase FROM event_log WHERE activity = 'Declaration rejected by pre-approver' AND resource != 'Douglas'	medium	0
